asset,inner_window,zscore_lookback,forward_days,n_orders,spearman_r,spearman_p,n
XLE,40,252,20,4,-0.10268493450733994,1.7569526706947204e-15,5976
XLF,5,60,2,3,-0.05062797173436544,6.47064070455098e-05,6221
XLF,5,60,2,4,-0.05685020086463853,7.233771061707099e-06,6221
XLF,5,60,3,3,-0.05888835787440526,3.3606906428413595e-06,6220
XLF,5,60,3,4,-0.06309957302580317,6.344128912792348e-07,6220
XLF,5,60,5,3,-0.05793312427648901,4.849469965239952e-06,6218
XLF,5,60,5,4,-0.07306729434069661,8.011189702114926e-09,6218
XLF,5,60,10,3,-0.06116525034373367,1.4017851020668784e-06,6213
XLF,5,60,10,4,-0.08408080431169955,3.18207122310146e-11,6213
XLF,5,60,20,3,-0.05427798747243698,1.8927715987677624e-05,6203
XLF,5,60,20,4,-0.0706271935050311,2.571344205565686e-08,6203
XLF,5,120,2,3,-0.07038935786006048,3.188757124140295e-08,6161
XLF,5,120,2,4,-0.0704048558308496,3.166638361836473e-08,6161
XLF,5,120,3,3,-0.08403093459164884,3.959890700477113e-11,6160
XLF,5,120,3,4,-0.08177395954312848,1.2967890656982755e-10,6160
XLF,5,120,5,3,-0.08870793172558962,3.0913309985783755e-12,6158
XLF,5,120,5,4,-0.09730650738153765,1.9704580328762755e-14,6158
XLF,5,120,10,3,-0.09640405865435135,3.50501391332633e-14,6153
XLF,5,120,10,4,-0.11151740790326999,1.7374798483871636e-18,6153
XLF,5,120,20,3,-0.08430136224742427,3.647066676155522e-11,6143
XLF,5,120,20,4,-0.09519967300238902,7.606137582356217e-14,6143
XLF,5,252,2,3,-0.09932015390798041,1.0805995021261657e-14,6029
XLF,5,252,2,4,-0.09345883694826544,3.563659013032355e-13,6029
XLF,5,252,3,3,-0.12019558382010319,7.674625392019683e-21,6028
XLF,5,252,3,4,-0.11269889110338074,1.6921105908140115e-18,6028
XLF,5,252,5,3,-0.126868675797723,4.7685697149773295e-23,6026
XLF,5,252,5,4,-0.1295298108507573,5.7823365325816975e-24,6026
XLF,5,252,10,3,-0.13434721649779574,1.18621396714038e-25,6021
XLF,5,252,10,4,-0.14280886168764767,8.371623246587913e-29,6021
XLF,5,252,20,3,-0.1268474204382847,5.48271436082763e-23,6011
XLF,5,252,20,4,-0.13514980299413457,6.669281166190634e-26,6011
XLF,10,60,2,3,-0.07953646237091659,3.397259429792224e-10,6216
XLF,10,60,2,4,-0.0744117648318625,4.261541487421472e-09,6216
XLF,10,60,3,3,-0.0833294729917537,4.722705634912071e-11,6215
XLF,10,60,3,4,-0.08734548062781222,5.284926683933326e-12,6215
XLF,10,60,5,3,-0.08952298983259711,1.5581712054418925e-12,6213
XLF,10,60,5,4,-0.08152001788156783,1.2344271766587915e-10,6213
XLF,10,60,10,3,-0.08989001165683388,1.2892880493362943e-12,6208
XLF,10,60,10,4,-0.06284086832981556,7.226081415969191e-07,6208
XLF,10,60,20,3,-0.0713158764909144,1.9036515582526876e-08,6198
XLF,10,60,20,4,-0.055196632553831,1.3743199945096933e-05,6198
XLF,10,120,2,3,-0.09934124717908296,5.625220041482829e-15,6156
XLF,10,120,2,4,-0.10008743024293151,3.516674418553426e-15,6156
XLF,10,120,3,3,-0.11476150384493933,1.693338081345549e-19,6155
XLF,10,120,3,4,-0.12319960816903272,3.0005723945694616e-22,6155
XLF,10,120,5,3,-0.13082778733262454,6.7239803751761955e-25,6153
XLF,10,120,5,4,-0.12912289705484087,2.724860119604537e-24,6153
XLF,10,120,10,3,-0.1316953938619501,3.423114876361259e-25,6148
XLF,10,120,10,4,-0.1148074356510421,1.7167500321035265e-19,6148
XLF,10,120,20,3,-0.11439024812868678,2.480317795565218e-19,6138
XLF,10,120,20,4,-0.11043623836113654,4.0649017647369595e-18,6138
XLF,10,252,2,3,-0.11936281352347027,1.4637381655579885e-20,6024
XLF,10,252,2,4,-0.11404909958177255,6.746258010155757e-19,6024
XLF,10,252,3,3,-0.14589132375044786,5.2046507398917555e-30,6023
XLF,10,252,3,4,-0.14873844427770028,3.864076971389991e-31,6023
XLF,10,252,5,3,-0.16937199568117814,5.477682429463653e-40,6021
XLF,10,252,5,4,-0.16508577279156625,4.755458128189871e-38,6021
XLF,10,252,10,3,-0.17736712322114404,1.0423128295126796e-43,6016
XLF,10,252,10,4,-0.15851073484319114,3.785229153118771e-35,6016
XLF,10,252,20,3,-0.1729519041086888,1.5100666718697683e-41,6006
XLF,10,252,20,4,-0.1616465537814538,1.9141231492586983e-36,6006
XLF,20,60,2,3,-0.06817742541610608,7.613061323336594e-08,6206
XLF,20,60,2,4,-0.07414203486077524,4.985767772655305e-09,6206
XLF,20,60,3,3,-0.08608362747172905,1.1042958991324388e-11,6205
XLF,20,60,3,4,-0.1008912170755969,1.6373856593768819e-15,6205
XLF,20,60,5,3,-0.08582383159723819,1.2830055622060937e-11,6203
XLF,20,60,5,4,-0.11086997444381864,2.000335243048475e-18,6203
XLF,20,60,10,3,-0.07967615743852254,3.3549986697906503e-10,6198
XLF,20,60,10,4,-0.11145818462837029,1.3624102974655515e-18,6198
XLF,20,60,20,3,-0.07792445779088912,8.360197166135489e-10,6188
XLF,20,60,20,4,-0.09466645123813093,8.516406879613144e-14,6188
XLF,20,120,2,3,-0.1023613851038023,8.676000655262561e-16,6146
XLF,20,120,2,4,-0.09802754355101022,1.3395138552886028e-14,6146
XLF,20,120,3,3,-0.13006894820161444,1.345976534433049e-24,6145
XLF,20,120,3,4,-0.12815697128828543,6.384220048176222e-24,6145
XLF,20,120,5,3,-0.14142965653790776,8.134593298064461e-29,6143
XLF,20,120,5,4,-0.14231665240524766,3.674098096674162e-29,6143
XLF,20,120,10,3,-0.13628782544330842,7.733010796499539e-27,6138
XLF,20,120,10,4,-0.13642953181967135,6.84600263748333e-27,6138
XLF,20,120,20,3,-0.12644245480616956,2.9027219582549643e-23,6128
XLF,20,120,20,4,-0.11067862954776303,3.655402590487029e-18,6128
XLF,20,252,2,3,-0.12590033215368435,1.1196570280876974e-22,6014
XLF,20,252,2,4,-0.1279905972496501,2.1772262169952325e-23,6014
XLF,20,252,3,3,-0.16674542778642207,9.593786516921906e-39,6013
XLF,20,252,3,4,-0.1723215827409577,2.6726963143246085e-41,6013
XLF,20,252,5,3,-0.18496733324862882,2.087167663805918e-47,6011
XLF,20,252,5,4,-0.19178923464851286,6.711978353954833e-51,6011
XLF,20,252,10,3,-0.18427766034892243,5.045069795076561e-47,6006
XLF,20,252,10,4,-0.19099777607238763,1.903283035448782e-50,6006
XLF,20,252,20,3,-0.17579961944638067,8.036797760218797e-43,5996
XLF,20,252,20,4,-0.17163993605433056,7.161586877154536e-41,5996
XLF,40,60,2,3,-0.06071350715112079,1.7649424456722923e-06,6186
XLF,40,60,2,4,-0.028584501836597283,0.024562907920231858,6186
XLF,40,60,3,3,-0.07921677177518963,4.4169930048290573e-10,6185
XLF,40,60,3,4,-0.0427523081826725,0.0007707146704939945,6185
XLF,40,60,5,3,-0.08722106414254092,6.416584250697449e-12,6183
XLF,40,60,5,4,-0.04524435454304148,0.00037261038684566525,6183
XLF,40,60,10,3,-0.08428468849650882,3.239174471350046e-11,6178
XLF,40,60,10,4,-0.04045841597615468,0.0014691940376111968,6178
XLF,40,60,20,3,-0.05950921577479809,2.913150577954607e-06,6168
XLF,40,60,20,4,-0.013139102651089968,0.3021957876531946,6168
XLF,40,120,2,3,-0.060015676394160895,2.593578562658679e-06,6126
XLF,40,120,2,4,-0.02829687535512196,0.026777018808718408,6126
XLF,40,120,3,3,-0.08176897240388042,1.4660983375913069e-10,6125
XLF,40,120,3,4,-0.03789198048915388,0.003017236598039522,6125
XLF,40,120,5,3,-0.09644369962233301,3.945614304409133e-14,6123
XLF,40,120,5,4,-0.04257544911304385,0.0008611815932432883,6123
XLF,40,120,10,3,-0.09438092168902307,1.3902164625064862e-13,6118
XLF,40,120,10,4,-0.03406544035278298,0.007704616616574845,6118
XLF,40,120,20,3,-0.07458896721997096,5.335955694991655e-09,6108
XLF,40,120,20,4,-0.011182184137670734,0.38223946022656363,6108
XLF,40,252,2,3,-0.09174717387379114,1.105551711067204e-12,5994
XLF,40,252,2,4,-0.05782171110151532,7.484451200788675e-06,5994
XLF,40,252,3,3,-0.12775771109559528,3.1154178352486496e-23,5993
XLF,40,252,3,4,-0.08272917876397948,1.4166060484273346e-10,5993
XLF,40,252,5,3,-0.15262241494922427,1.4963547269527098e-32,5991
XLF,40,252,5,4,-0.09708311725878664,5.05040901899316e-14,5991
XLF,40,252,10,3,-0.15509181483789536,1.522667321827631e-33,5986
XLF,40,252,10,4,-0.09996442993140213,9.047035730264403e-15,5986
XLF,40,252,20,3,-0.14197083598476554,2.781454243853767e-28,5976
XLF,40,252,20,4,-0.09999774355967637,9.328198255478223e-15,5976
XLV,5,60,2,3,-0.02138638624340586,0.09166699190519526,6221
XLV,5,60,2,4,-0.042822072271940376,0.0007291166416009648,6221
XLV,5,60,3,3,-0.030176376714836212,0.017313425704683343,6220
XLV,5,60,3,4,-0.05208402554955927,3.962190749948982e-05,6220
XLV,5,60,5,3,-0.03564198781274735,0.0049410532467399106,6218
XLV,5,60,5,4,-0.06180339393993831,1.0763185752342475e-06,6218
XLV,5,60,10,3,-0.027746124622315172,0.028742359898724812,6213
XLV,5,60,10,4,-0.05775062446021273,5.240073025673637e-06,6213
XLV,5,60,20,3,-0.016620814482125712,0.19057926575114859,6203
XLV,5,60,20,4,-0.05639341868668224,8.82449755916406e-06,6203
XLV,5,120,2,3,-0.03804714629351287,0.0028184632781413058,6161
XLV,5,120,2,4,-0.054200251402924365,2.0760213173912477e-05,6161
XLV,5,120,3,3,-0.048822784512107746,0.00012638563775951896,6160
XLV,5,120,3,4,-0.06700405445753604,1.4117981168855298e-07,6160
XLV,5,120,5,3,-0.059634162013374965,2.8286539794443473e-06,6158
XLV,5,120,5,4,-0.08351796039554212,5.236979057191108e-11,6158
XLV,5,120,10,3,-0.055532106576158986,1.309715324933723e-05,6153
XLV,5,120,10,4,-0.08463747985639765,2.9381347832876315e-11,6153
XLV,5,120,20,3,-0.046282379555098875,0.00028485879672908334,6143
XLV,5,120,20,4,-0.08630134506966614,1.2412047334472143e-11,6143
XLV,5,252,2,3,-0.06431694318473023,5.788776593623371e-07,6029
XLV,5,252,2,4,-0.07693544939973818,2.2121881462189643e-09,6029
XLV,5,252,3,3,-0.09046250483655077,1.9712800330806568e-12,6028
XLV,5,252,3,4,-0.10619479099664625,1.3776599026099323e-16,6028
XLV,5,252,5,3,-0.11023779088950962,9.335587290963063e-18,6026
XLV,5,252,5,4,-0.13340835940467757,2.4662534464613803e-25,6026
XLV,5,252,10,3,-0.1150363480791842,3.423852361556788e-19,6021
XLV,5,252,10,4,-0.140208391840019,8.170544848181192e-28,6021
XLV,5,252,20,3,-0.10635492504293063,1.3678857141426849e-16,6011
XLV,5,252,20,4,-0.14364728003956806,4.420381109758163e-29,6011
XLV,10,60,2,3,-0.0327520185673002,0.00981170930277827,6216
XLV,10,60,2,4,-0.02806340217105986,0.02692836366735107,6216
XLV,10,60,3,3,-0.049777380268215383,8.642127534825989e-05,6215
XLV,10,60,3,4,-0.04217798261965361,0.0008812600090110984,6215
XLV,10,60,5,3,-0.06231766000796808,8.840760305905517e-07,6213
XLV,10,60,5,4,-0.053796931858348156,2.209131779824192e-05,6213
XLV,10,60,10,3,-0.06265006335183215,7.807785118536768e-07,6208
XLV,10,60,10,4,-0.06368408936774031,5.118635413334798e-07,6208
XLV,10,60,20,3,-0.0653992997650209,2.5608679466266927e-07,6198
XLV,10,60,20,4,-0.06692495471773982,1.3371758199891397e-07,6198
XLV,10,120,2,3,-0.04919980564910152,0.00011256371951753222,6156
XLV,10,120,2,4,-0.05505164199293492,1.547880592468651e-05,6156
XLV,10,120,3,3,-0.07329442572754019,8.572202752096784e-09,6155
XLV,10,120,3,4,-0.07681306877450857,1.5998002768745605e-09,6155
XLV,10,120,5,3,-0.09710827720186763,2.2797712017037234e-14,6153
XLV,10,120,5,4,-0.09932875262676534,5.75578449762645e-15,6153
XLV,10,120,10,3,-0.10727498494902062,3.3410304042692674e-17,6148
XLV,10,120,10,4,-0.12031802593564657,2.8930417532416153e-21,6148
XLV,10,120,20,3,-0.109943923244562,5.718481755325193e-18,6138
XLV,10,120,20,4,-0.12940185422270256,2.4659605702467067e-24,6138
XLV,10,252,2,3,-0.08583626261728437,2.5050948195449752e-11,6024
XLV,10,252,2,4,-0.086308058240722,1.947794736285262e-11,6024
XLV,10,252,3,3,-0.12449509112641055,3.088075275653943e-22,6023
XLV,10,252,3,4,-0.12164640143609025,2.6939323776556115e-21,6023
XLV,10,252,5,3,-0.16151297385480562,1.7925898348512866e-36,6021
XLV,10,252,5,4,-0.15722346209167637,1.2547996984414924e-34,6021
XLV,10,252,10,3,-0.1807275616181524,2.4343742668966065e-45,6016
XLV,10,252,10,4,-0.18844704578298443,3.2763037986424904e-49,6016
XLV,10,252,20,3,-0.19380305605447493,6.4827118012774675e-52,6006
XLV,10,252,20,4,-0.20485177492754525,6.42002594254897e-58,6006
XLV,20,60,2,3,-0.056199863668628135,9.426291964532264e-06,6206
XLV,20,60,2,4,-0.0688885200334542,5.5640945188695264e-08,6206
XLV,20,60,3,3,-0.08301150831025422,5.794094425966963e-11,6205
XLV,20,60,3,4,-0.09127965521851421,5.853206736704533e-13,6205
XLV,20,60,5,3,-0.0957898523167987,4.024685124784931e-14,6203
XLV,20,60,5,4,-0.10056454095291699,2.0396409860188994e-15,6203
XLV,20,60,10,3,-0.10677507337364733,3.500344856146849e-17,6198
XLV,20,60,10,4,-0.09080504761777393,7.939170502964242e-13,6198
XLV,20,60,20,3,-0.10862898415336718,1.0455684693397013e-17,6188
XLV,20,60,20,4,-0.05063474719123916,6.751560312234412e-05,6188
XLV,20,120,2,3,-0.06760216033568808,1.1282202841607357e-07,6146
XLV,20,120,2,4,-0.06674239960656311,1.6308272630937753e-07,6146
XLV,20,120,3,3,-0.0927976383328248,3.130462900455648e-13,6145
XLV,20,120,3,4,-0.0794594778144715,4.448205808028872e-10,6145
XLV,20,120,5,3,-0.11204974044119267,1.2726533475125882e-18,6143
XLV,20,120,5,4,-0.0850872384004833,2.39487493904144e-11,6143
XLV,20,120,10,3,-0.12654758265257493,2.4608957176076205e-23,6138
XLV,20,120,10,4,-0.06965674992383938,4.686570057444238e-08,6138
XLV,20,120,20,3,-0.12524256587609037,7.499896550253409e-23,6128
XLV,20,120,20,4,-0.038451934805351626,0.002607526374022519,6128
XLV,20,252,2,3,-0.10790411770130452,4.831290293346068e-17,6014
XLV,20,252,2,4,-0.10153535734924621,2.954027919270642e-15,6014
XLV,20,252,3,3,-0.1431117901671139,6.959373180942567e-29,6013
XLV,20,252,3,4,-0.12686061198497606,5.338211964084794e-23,6013
XLV,20,252,5,3,-0.16796781351246554,2.766403957820378e-39,6011
XLV,20,252,5,4,-0.1372460961384042,1.1437611147555526e-26,6011
XLV,20,252,10,3,-0.18471472962885424,3.0491299404276075e-47,6006
XLV,20,252,10,4,-0.1286302079442015,1.4033979557355983e-23,6006
XLV,20,252,20,3,-0.18704634798491568,2.431791781250348e-48,5996
XLV,20,252,20,4,-0.10622163029517458,1.627282502728674e-16,5996
XLV,40,60,2,3,-0.03821712129563047,0.0026443884434245403,6186
XLV,40,60,2,4,-0.04311116251095798,0.0006947740198429614,6186
XLV,40,60,3,3,-0.03353864052855921,0.008343406237077324,6185
XLV,40,60,3,4,-0.04860294461205671,0.00013138137006633488,6185
XLV,40,60,5,3,-0.03754853945808391,0.003147395557245466,6183
XLV,40,60,5,4,-0.05035057983729031,7.467363868742658e-05,6183
XLV,40,60,10,3,-0.02678332473981076,0.03528018765559161,6178
XLV,40,60,10,4,-0.0407775441820502,0.0013468283061863558,6178
XLV,40,60,20,3,-0.009040085810867245,0.47779818160305415,6168
XLV,40,60,20,4,-0.018608533172957357,0.1439381962327368,6168
XLV,40,120,2,3,-0.03564221785851171,0.005270973338489798,6126
XLV,40,120,2,4,-0.03489309784634886,0.006308231384528729,6126
XLV,40,120,3,3,-0.030071856104125282,0.018595262355951638,6125
XLV,40,120,3,4,-0.04106387943211298,0.0013069160271703987,6125
XLV,40,120,5,3,-0.029005606780187543,0.023226321868294684,6123
XLV,40,120,5,4,-0.04471449057952154,0.00046538533810438023,6123
XLV,40,120,10,3,-0.01021083901396687,0.42456565855492273,6118
XLV,40,120,10,4,-0.041889284691038454,0.0010482346805259918,6118
XLV,40,120,20,3,0.007562200449139489,0.5545864936452954,6108
XLV,40,120,20,4,-0.02300548329536894,0.07220340510010805,6108
XLV,40,252,2,3,-0.07044367357977027,4.775852161916125e-08,5994
XLV,40,252,2,4,-0.05347461674911383,3.440582295900481e-05,5994
XLV,40,252,3,3,-0.07729897158208834,2.075607159286505e-09,5993
XLV,40,252,3,4,-0.06420071827624302,6.553131865010934e-07,5993
XLV,40,252,5,3,-0.08892361053865203,5.3845344324399456e-12,5991
XLV,40,252,5,4,-0.07360819095128258,1.1707079826984993e-08,5991
XLV,40,252,10,3,-0.08294842471810854,1.298092510991751e-10,5986
XLV,40,252,10,4,-0.07571982035391542,4.475556497431459e-09,5986
XLV,40,252,20,3,-0.07682327652497754,2.7420670973401206e-09,5976
XLV,40,252,20,4,-0.06322712358169097,1.0000984897478855e-06,5976
XLY,5,60,2,3,-0.06210373492842124,9.482949065485046e-07,6221
XLY,5,60,2,4,-0.058567946381302104,3.7916490823154726e-06,6221
XLY,5,60,3,3,-0.08100589225249735,1.5750590313561492e-10,6220
XLY,5,60,3,4,-0.08228805107309176,8.057132394011198e-11,6220
XLY,5,60,5,3,-0.09458333490549792,7.805293827661531e-14,6218
XLY,5,60,5,4,-0.09955892098290717,3.5855841855938105e-15,6218
XLY,5,60,10,3,-0.10762866424938014,1.7913651244048608e-17,6213
XLY,5,60,10,4,-0.1129002684270235,4.422870657483641e-19,6213
XLY,5,60,20,3,-0.10768461466935597,1.8289190308776298e-17,6203
XLY,5,60,20,4,-0.10942022380843185,5.520691820769395e-18,6203
XLY,5,120,2,3,-0.0940945833158024,1.3556997460283828e-13,6161
XLY,5,120,2,4,-0.08987695774178156,1.5774897905042687e-12,6161
XLY,5,120,3,3,-0.12052771573000741,2.25775159095228e-21,6160
XLY,5,120,3,4,-0.11886618972051614,7.928435089264264e-21,6160
XLY,5,120,5,3,-0.1425700421958007,2.5045169396855648e-29,6158
XLY,5,120,5,4,-0.14206883709899884,3.934391940484395e-29,6158
XLY,5,120,10,3,-0.15526775722022076,1.6540864796297527e-34,6153
XLY,5,120,10,4,-0.15694108534251525,3.153123293110363e-35,6153
XLY,5,120,20,3,-0.14788874962110066,2.2181076876197157e-31,6143
XLY,5,120,20,4,-0.14679269043612114,6.157859728474942e-31,6143
XLY,5,252,2,3,-0.12215859303092057,1.75012931568818e-21,6029
XLY,5,252,2,4,-0.1187813314666158,2.165797744781087e-20,6029
XLY,5,252,3,3,-0.158374948133518,3.7108931390153327e-35,6028
XLY,5,252,3,4,-0.15947993465951882,1.2445130609865631e-35,6028
XLY,5,252,5,3,-0.1870897010520891,1.3513494678175022e-48,6026
XLY,5,252,5,4,-0.1902014570953525,3.3981442851813262e-50,6026
XLY,5,252,10,3,-0.2032995054425495,3.4252715113066534e-57,6021
XLY,5,252,10,4,-0.21052868516456874,2.720101318104724e-61,6021
XLY,5,252,20,3,-0.1939852726316776,4.718500344289067e-52,6011
XLY,5,252,20,4,-0.1999817301706613,2.842270305455308e-55,6011
XLY,10,60,2,3,-0.06165071367210264,1.148675470204789e-06,6216
XLY,10,60,2,4,-0.0570636078652038,6.7396116407934485e-06,6216
XLY,10,60,3,3,-0.09291550370046452,2.145107218626243e-13,6215
XLY,10,60,3,4,-0.0869690865822091,6.51685376358001e-12,6215
XLY,10,60,5,3,-0.11675278489957681,2.6440339485402952e-20,6213
XLY,10,60,5,4,-0.10816585138697808,1.2384889963574626e-17,6213
XLY,10,60,10,3,-0.12349657947537124,1.5778983011837962e-22,6208
XLY,10,60,10,4,-0.11118963813175281,1.5467852333069013e-18,6208
XLY,10,60,20,3,-0.12551525243360495,3.450836281449479e-23,6198
XLY,10,60,20,4,-0.10025978088660371,2.542278550069302e-15,6198
XLY,10,120,2,3,-0.099659864678572,4.604833732097416e-15,6156
XLY,10,120,2,4,-0.10496288769550387,1.4994390138383002e-16,6156
XLY,10,120,3,3,-0.1369464908011379,3.727814311948751e-27,6155
XLY,10,120,3,4,-0.1382678534750868,1.180560729176643e-27,6155
XLY,10,120,5,3,-0.16724134503261665,7.77974120787212e-40,6153
XLY,10,120,5,4,-0.1647741019910676,1.0531452340935261e-38,6153
XLY,10,120,10,3,-0.17605041661943296,5.512948041105619e-44,6148
XLY,10,120,10,4,-0.16651974474332157,1.796509030141142e-39,6148
XLY,10,120,20,3,-0.16527532638375944,7.669649571176442e-39,6138
XLY,10,120,20,4,-0.1439233655819907,9.06025008972781e-30,6138
XLY,10,252,2,3,-0.12808568393478023,1.8577830481245967e-23,6024
XLY,10,252,2,4,-0.13936041151740194,1.651908819160929e-27,6024
XLY,10,252,3,3,-0.17750100793316279,8.029691140396386e-44,6023
XLY,10,252,3,4,-0.18278216022961236,2.093881111908105e-46,6023
XLY,10,252,5,3,-0.21954486923047561,1.2664220080174241e-66,6021
XLY,10,252,5,4,-0.21862355718301862,4.556387262900497e-66,6021
XLY,10,252,10,3,-0.23292296653638747,6.296087878481059e-75,6016
XLY,10,252,10,4,-0.22570833431901485,2.364130601223077e-70,6016
XLY,10,252,20,3,-0.2209422029416836,2.6176256192149924e-67,6006
XLY,10,252,20,4,-0.2058907854751349,1.6767135827463675e-58,6006
XLY,20,60,2,3,-0.0458219383506384,0.00030509170914913797,6206
XLY,20,60,2,4,-0.04029717400210282,0.0014973956455871225,6206
XLY,20,60,3,3,-0.058497062445694005,4.008514471639029e-06,6205
XLY,20,60,3,4,-0.053901673345550884,2.155277507246711e-05,6205
XLY,20,60,5,3,-0.06095926471646538,1.5506175164668497e-06,6203
XLY,20,60,5,4,-0.05396649668037879,2.1130609473096926e-05,6203
XLY,20,60,10,3,-0.04776374110217532,0.00016876066467705865,6198
XLY,20,60,10,4,-0.05289758335670725,3.092235404504999e-05,6198
XLY,20,60,20,3,-0.03493443213683128,0.005989414994110143,6188
XLY,20,60,20,4,-0.052540573944022576,3.548549714420926e-05,6188
XLY,20,120,2,3,-0.08127508199022387,1.7600633730423304e-10,6146
XLY,20,120,2,4,-0.06683997756798907,1.5643893985219236e-07,6146
XLY,20,120,3,3,-0.09880563681595787,8.307204537080426e-15,6145
XLY,20,120,3,4,-0.08610935144917886,1.3675520634686997e-11,6145
XLY,20,120,5,3,-0.10767154846609896,2.6306526327017285e-17,6143
XLY,20,120,5,4,-0.0943191674775924,1.2870807515979423e-13,6143
XLY,20,120,10,3,-0.09918768031026559,6.779514972471021e-15,6138
XLY,20,120,10,4,-0.09125337787930254,7.906102291185748e-13,6138
XLY,20,120,20,3,-0.08375555656119378,5.1436717900860805e-11,6128
XLY,20,120,20,4,-0.08572657746231291,1.79473207099491e-11,6128
XLY,20,252,2,3,-0.11557054182893521,2.455037222730622e-19,6014
XLY,20,252,2,4,-0.1004123356644153,5.945968162772231e-15,6014
XLY,20,252,3,3,-0.14798512226326277,8.639443759240785e-31,6013
XLY,20,252,3,4,-0.1325214057938494,5.7471124092953815e-25,6013
XLY,20,252,5,3,-0.16891305032542703,1.027710655255476e-39,6011
XLY,20,252,5,4,-0.14983827120460078,1.600886982484814e-31,6011
XLY,20,252,10,3,-0.1641707956285655,1.4922019295617495e-37,6006
XLY,20,252,10,4,-0.15173101248913692,2.8995642595642526e-32,6006
XLY,20,252,20,3,-0.15511579789028668,1.316403411244343e-33,5996
XLY,20,252,20,4,-0.14560080010809562,9.056472210756117e-30,5996
XLY,40,60,2,3,-0.04358350883792441,0.0006061921699447692,6186
XLY,40,60,2,4,-0.03970551582779605,0.0017872347592427825,6186
XLY,40,60,3,3,-0.0551563510075967,1.4236230964051121e-05,6185
XLY,40,60,3,4,-0.058346796045059116,4.3974532219083576e-06,6185
XLY,40,60,5,3,-0.07161866805531515,1.7241193680037335e-08,6183
XLY,40,60,5,4,-0.07060842542008207,2.7303895742388747e-08,6183
XLY,40,60,10,3,-0.08389783782424,3.983136928412535e-11,6178
XLY,40,60,10,4,-0.07629456254359133,1.9214591529043695e-09,6178
XLY,40,60,20,3,-0.0947905444205386,8.664000129103997e-14,6168
XLY,40,60,20,4,-0.05904663539884996,3.4768169774593074e-06,6168
XLY,40,120,2,3,-0.061641032363311074,1.377902835358044e-06,6126
XLY,40,120,2,4,-0.04801354783181372,0.00017034690309115542,6126
XLY,40,120,3,3,-0.07874465776637288,6.782929310995476e-10,6125
XLY,40,120,3,4,-0.068332409151648,8.649695788390919e-08,6125
XLY,40,120,5,3,-0.10197464734588903,1.2573529006153498e-15,6123
XLY,40,120,5,4,-0.08484960595813815,2.9292008787060516e-11,6123
XLY,40,120,10,3,-0.11518086201599435,1.6040398521905917e-19,6118
XLY,40,120,10,4,-0.0882172478903841,4.77145674548345e-12,6118
XLY,40,120,20,3,-0.1214938590535131,1.594709253142205e-21,6108
XLY,40,120,20,4,-0.07346254619180274,9.03256653934839e-09,6108
XLY,40,252,2,3,-0.07082978046895329,4.031672436122506e-08,5994
XLY,40,252,2,4,-0.06879353333165565,9.753109491901542e-08,5994
XLY,40,252,3,3,-0.09347332979130775,4.1506110327521394e-13,5993
XLY,40,252,3,4,-0.09729725834158627,4.40099285624522e-14,5993
XLY,40,252,5,3,-0.11776465837660492,5.957360995064161e-20,5991
XLY,40,252,5,4,-0.11824707290020957,4.199129147665744e-20,5991
XLY,40,252,10,3,-0.12463594103484267,3.7128257270680366e-22,5986
XLY,40,252,10,4,-0.1180239100286407,5.1157605660840954e-20,5986
XLY,40,252,20,3,-0.12459823318727047,4.1358962540946785e-22,5976
XLY,40,252,20,4,-0.10198157324619377,2.73134118391378e-15,5976
